Protein	FN1	FN2	FN3	FN4	FN5	FN6	FN7	FN8	FN9	FN10	FN11	FN12	FN13	FN14	FN15	FN16	FN31	FN32	FN33	FN34	FN35	FN36	FN37	FN38	FT1	FT2	FT3	FT4	FT5	FT6	FT7	FT8	FT9	FT10	FT11	FT12	FT13	FT14	FT15	FT16	FT31	FT32	FT33	FT34	FT35	FT36	FT37	FT38	PN1	PN2	PN3	PN4	PN5	PN6	PN7	PN8	PN9	PN10	PN11	PN12	PN13	PN14	PN15	PN16	PN31	PN32	PN33	PN34	PN35	PN36	PN37	PN38	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38
P12277	393183.5	332723	99218.5	134939	305956	487689	289699	612311	812296	538934.5	340585.5	243418.5	399334.5	132279.5	717716	125389.5	376869	66116.5	377703	301132.5	332051	480334.5	135398	837139	401351.5	284574	168807	207345	233222	364713	96558	283439	115876	283477	232545	105190.5	210563	111223	353041.5	66760	262737	129919	316991	224135.5	514036.5	141426.5	513493.5	254972.5	450957	583787.5	303388.5	288950	303660	501954.5	387242	525755.5	412848	419509	778054.5	1512816	559224	566177.5	573607	329502	854932.5	611226	969160	560367	692375	465180	439264.5	760699	310295.5	220585	282123.5	392726.5	369738	243673	297681.5	328573	145392	246609	602758.5	893887	182639	501650	215061	154390	269524.5	297025.5	465956	130325	272858.5	343163	284490.5	627117
P12429	73708.5	66016	49012.5	79143.5	69639	69538	60011.5	23734	64021.5	57191	29153	57593	54078.5	62721.5	54124	53482.5	63407	34814.5	55763	59779.5	78158.5	68507.5	49809	58743	45590	65362	71316.5	42245.5	54128.5	71820	63978.5	43795	53451	43577.5	52984	52729.5	43498	61891.5	66586.5	43941.5	51704	50854.5	65522	20579	62563	70047	59189.5	52383	26209.5	43274	24267	35686.5	45285.5	11624.5	41648	24479.5	21074.5	24464	45193	32198.5	27779	45591.5	46352	33096.5	31651	54905.5	50816.5	42624	53237	56730	51945	52120.5	50903.5	45119	32352.5	12061.5	14159	13064.5	35582.5	25150.5	21961	37481.5	50362	9249.5	25971	27706	26368.5	33689.5	31410.5	24932	56579	49401	4294	31645.5	41126.5	63876.5
P12532	38850.5	60730	61762	58066	54057	61838	33030.5	40380.5	39923	44935	41549.5	53618.5	40520.5	58877	47886.5	49001.5	43442.5	34828.5	45230.5	43317	71830	38117.5	48754.5	61782	52039	79255	61737	76452	79039	62112.5	45963	33286	27493	38092	42245.5	44597	42194	70829	45631	63430.5	40314.5	44114	40624.5	55423.5	34399	57828	35620.5	38805.5	55058.5	63448	55710	75183	53328	48357.5	42794	39597	31532.5	40414	48097.5	43512	42549	57515.5	51648	53727.5	47006	60536.5	55975.5	46832.5	65302.5	43682	60053	54970	38317	53979	59125.5	64785.5	74519	46527	40452.5	32491	30617.5	54534.5	50124.5	50350.5	45102	56673	43110	41952	41476	36533	41556.5	46664	37502.5	58734	50357.5	53578
P12694	11341.5	12741	6667.5	11188.5	10020.5	15143.5	10499.5	10317.5	12190	12347	14263.5	10686	13005.5	11102	14018.5	8294	10938.5	9064.5	6224	8474.5	11833.5	12903	8719.5	12073.5	10364.5	12796	9056	11465.5	10859	4526	12711.5	8436.5	15105	9860	10139.5	12449.5	13080.5	11154	12709	12390.5	21509.5	15626	15681	7519.5	14373	11022	8465	15126.5	7074.5	7242.5	9364.5	8844	11972	12323	11094	10018	7221	12690	8646	16120	9213.5	9318.5	9759	8132	11651	14214	9609.5	9781.5	11157.5	6750	9024	8503.5	17601	7568	8332.5	7729	9053.5	6146.5	11899.5	11637.5	14629.5	14357	14585	7768.5	11827	11682.5	6165.5	10849	14320.5	16718	12430.5	8305	7445.5	6001	9789	11561.5
P12724	2839	15204	12948	9253.5	13092	14323.5	10849	3436	9394.5	8509.5	8708.5	5761.5	6714.5	6727.5	10327	4446.5	10652	4770	8198.5	7865	5949.5	10625.5	9203	7793	19045	14942	20527.5	12727	19933	18270	18231	3206	2251.5	6127	10312	8346.5	6957.5	6903	14701	13399.5	10095.5	8616	10389.5	7792.5	9667	9435.5	8653	8971	8143.5	8140	11794.5	17457.5	12793	6332	10614.5	6810	6794.5	8917	5457.5	13708.5	3649.5	8837.5	6652.5	7970	8227	8399.5	8985	6746.5	8215	12128.5	3881	7638.5	13827	6606	14947	11545	19452	12055.5	12041	17460	5456.5	12722.5	9457.5	9789	9935.5	9532.5	6335	9113.5	10805	8276.5	6607	14957	4235.5	7378	8431	13493
P12814	123558.5	87163	107384	140672.5	97422	75511	134456	93371.5	96816.5	87482.5	138941	154436.5	121227.5	167754	77719	176121.5	116470	80331.5	131137	164318.5	155021.5	60996.5	101798	149519.5	139534.5	85446	64660	139211.5	84513.5	87062.5	83933	40706	59097	72719.5	89556.5	57527	93416.5	172227	83908	58733	42649	87283.5	138977	171928	100875.5	100927.5	117000	72099	62616.5	52886	54428.5	58612	46798	50135	51686.5	50291.5	45686	66122	75724	33660	68902	84518.5	61798	51270.5	82827.5	104948.5	123501.5	107421.5	90884	49351	87078.5	92092.5	64667	37006	49981.5	43767.5	38947.5	37392	38814.5	29832.5	51427	88951.5	71131	101720	56671.5	70000.5	38620	53252.5	19136.5	65998.5	50607.5	21767	70387	83821.5	52569.5	64694
P12829	12373.5	8324	9391	6717.5	8922.5	6319	8642	4626.5	9463	8634	2654.5	4372	13852	5193	3622	7609.5	12275.5	6157	12992	5094	6486.5	8451	8098	15660	6263.5	7678	3916.5	9512.5	2022	6153	4571	4547.5	5171.5	11315	9224	13163.5	5395	6184.5	7063	6414.5	1535	9295.5	4887.5	13719.5	9495.5	17135	13002.5	7848	6635.5	5669	13793.5	10480	7016.5	8785	6132	8345.5	8969	7988.5	9642.5	5007	10937.5	9364	7812.5	7783.5	9020	5570	6866	19295.5	7946.5	5297	6616	12740.5	5497	7407	6211	5811	9075.5	7949.5	7361.5	5103.5	8787	10682.5	8484.5	5636.5	7609	6516.5	16974.5	6055	5631.5	9456.5	7492.5	3865	10738.5	13287.5	9334	12190.5
P12830	20627.5	25107	10314.5	35943.5	20995	33333.5	14020	11556.5	10742	29000.5	17570.5	12358.5	24320.5	18577	29201	14364	24043	17665.5	15409	25735	13153.5	26330	17610.5	21080.5	25744	20839	38379.5	19782	23717	30040	36112.5	9776.5	10790	5820	10776.5	24424.5	20877.5	16207	21743.5	12765	41621	14133.5	40658.5	22302.5	24493	19610	20397	29961	19846.5	15100.5	19492	19546.5	26304.5	24471	19363	30020.5	13761	16730.5	6373	50349	5077.5	6191	18503	26314	21631.5	18835	6663	12434	18419.5	6794.5	5478	23022	19305	33385	22773.5	24174.5	24899.5	29722	40696.5	35636.5	4756	8961.5	6902	5320	5953	37123.5	15673.5	24047.5	47640.5	5108	39235.5	52847	10295.5	26849	28273	45084
P12883	53590.5	86393	59640.5	41148	45219.5	38074	57848	108287.5	81380	141270	58748	55137	98972	96144.5	70252	48693.5	13179.5	71036.5	145773	15888	85064.5	116488.5	51019	16894	30721.5	79350	207928	56654.5	21438	42140.5	64602.5	92787	42749.5	96874.5	48123	68561.5	114577.5	51032	58696	130899	19148	86801.5	71212	24719	10747	8611.5	17929.5	28470.5	12181	27169.5	43830	34477	22405.5	37461	56096.5	72943	67413	87176.5	103410	89085	48065.5	55294	61496	73935	84129	44373.5	66668.5	33068	63026.5	90851	29182	40235.5	22018	71540	48446	22800	71470	54310	45450	67471	58300	42661	58451	58062	53292.5	64748	47832.5	72115.5	32826.5	40262.5	26769.5	81340	45223	52526.5	46326.5	15255
P12931	28578	17293	22072.5	19553	16021	19867	14078	8369	13425.5	12849.5	13415.5	10604.5	13240	21451	15804	11650	13608.5	11979	12427	17152	19566.5	12895.5	16749.5	12847	13427	13255	16060.5	23411	15125	10072.5	12714	12088.5	9287.5	11499	9463	10980.5	11532	17933.5	16548.5	14435	12237.5	13696	13299.5	10284.5	18367	14719	12159	11550.5	27744.5	25944.5	30181.5	26089.5	27344.5	25574	22210.5	16264.5	15453	15732	18191.5	14126.5	18719	29532.5	22971	28243.5	16710	17592	13658	13534	14301	19570.5	17236.5	15155	15528	33587	34678.5	26162	20941	28482.5	15277	11678.5	15747.5	15029.5	17978	16226	16785.5	32381.5	21493	30992.5	15995.5	16110.5	14592	20149	17719	13541.5	24718	16369
P12956	168906.5	133438	75506.5	197170	117067.5	65605.5	142082	106949	152803.5	100612	121892.5	126054.5	122628	97362	121505	165198.5	135160.5	98515.5	128729	161438	146408.5	113092.5	145251	98526	137856.5	150255	131937	191989.5	90860	47576	104295.5	63316	67514.5	87190	104452.5	59011.5	89949	163077.5	106004.5	70074	56379	103091.5	132482.5	128395.5	139260.5	154447.5	97252.5	62931.5	114570	82697	39082.5	92764	80744	79582.5	76049	62008.5	46947	77109.5	86426	59465.5	73086	114628.5	72976.5	47123.5	98317	106490.5	98209.5	99723.5	99934.5	58543	112314	123702.5	46352.5	28067	63228.5	44237.5	73281.5	75058	57175	47440	46366	46487	61966.5	100268.5	69765.5	103306.5	54297.5	31201	48228.5	73648.5	71805.5	55963	48521.5	87071.5	71510	60132
P13010	29803	64194	36820.5	46487.5	59007	74840.5	57159.5	64218.5	56318	72437	68656	52794	61198	18209.5	69372.5	19508.5	60207.5	90130.5	12230	75985	35028	84475	28131.5	33377.5	79448.5	55008	73969.5	40620	85801.5	76083	131546	48703.5	52512	46596	71686.5	105673.5	94183.5	25357.5	65497.5	62017.5	124739	104840	140694	73332.5	74886	45098.5	53116.5	152258.5	22113.5	7663	16177	15708.5	14770	33357.5	28860.5	28587	18450.5	14552	27025	42799	18864.5	9555.5	32579	24136	27127.5	13964	10141.5	8879.5	16788.5	14870	13113.5	12663.5	38397.5	23193	20043.5	17511	25073.5	32295	64120	33787	17866	13168	27883.5	30862	14743	18763	18555.5	32754	52784.5	42866	39864	9179	14000.5	14666.5	7584.5	56905.5
P13073	36532.5	56769	47430	47194.5	60683.5	58398	50199.5	50180	40687	52923	55154.5	49531	63491	59144	57030.5	45265.5	67663.5	62080.5	36002.5	79089	51170.5	69057	32312.5	48623	63734	73069	84568	49144.5	76872.5	67064	71575.5	49818.5	30040.5	41533.5	57030	102891	70182	38725.5	75368	55261.5	99228	59480.5	62785	53998	67485	66409.5	45438	58160.5	24728	20330.5	22989.5	16640.5	20790.5	17113	16667.5	16511.5	13144	30430	17514.5	30797	14510	21329.5	29792	22795.5	31910.5	36125	16717.5	19830.5	31497	28416.5	27253.5	15050	28881	14452	23434	11612	14609.5	20149	29530	32779.5	14733	14920.5	17454.5	18317.5	26670.5	20729.5	22467.5	23853	27027.5	28893.5	24787	20977	23541.5	20794	15744	20041.5
P13224	36872	54132	41417	43210.5	91089	55404.5	79580.5	30547	36482.5	43159.5	49866.5	62891	35510	180028.5	49920.5	70523.5	52245	80696.5	43372	43958	44939	50875	39041.5	47037.5	71803.5	45476	108247.5	82369.5	97210	99814.5	89088	80751	145900.5	78058.5	64096	49985.5	96239	102729.5	74991.5	123449	35607	78355.5	52967.5	90182.5	45449	57715.5	41598	59487.5	9783	8072.5	11510.5	16608	20706.5	23834.5	19172.5	14414.5	5775	11723.5	8931.5	5747	24523	7366.5	12336	8353	7001	10801.5	8933.5	9860	10494	13479.5	4907.5	8013	53417.5	29088	25931	7647	15872.5	9825	28841.5	5702	32741	12854.5	10921	11037	17024	8554	14409.5	30104.5	13505.5	27359.5	16008	4702	3842	17652	4208	27057.5
P13284	5869.5	12829	6548.5	1771.5	6944	8845.5	4051.5	4361	8539	6332	8151	3004	7652.5	2339.5	7332	4994.5	15010.5	4188	5810.5	17748	7818	11444	5382.5	6850.5	10462	5434	4984	2950	11990	5649	4983.5	8376	7748.5	7261	3249.5	11551.5	14842.5	3643.5	10735	8193	10584.5	11751	21633	2903	15354.5	16479	6163	6733	5442	4949	11885.5	6914.5	6234.5	2453	6263	4698	6561.5	6194	5367	7213.5	7678.5	3788	9478.5	10014	7219	2761	5070.5	7823	7940.5	12362.5	5528.5	3294.5	12113.5	19193	14381	10619	14863	10477	8862	25709.5	9258.5	2947.5	10059.5	4293	4947.5	12089.5	8158.5	5196.5	20062	24591	11522	18836	15317	4083.5	7892.5	14108
P13473	4482	74553	12270	57362	78272	125477	11397.5	43716.5	64020.5	61821	41554.5	31821.5	45093	3627.5	87538.5	1544.5	49776.5	2431	3668.5	27442.5	21934	25400.5	3596	21841	35529.5	35419	94735	19638.5	228007.5	144270.5	9094	8774.5	37835.5	5181.5	10350.5	118180.5	78450	3781.5	240848	9826	103462	24274	15094.5	7841.5	61356.5	27219	10818.5	5307.5	44806	13523	33710.5	31110.5	29701.5	71067.5	26308.5	78021	26247.5	35863.5	24160	60034	17444	7026	76216.5	44189	16070.5	10846.5	1631.5	15188.5	10013	6303	1982	7619.5	47928.5	60048	69470.5	82870.5	96491	109451.5	75458	186725.5	21062.5	8528	22739	19081	46864	55321.5	49015.5	36150.5	84374	60817	27472	15321	55638.5	11175	9462.5	25156
P13489	49420	65116	62403.5	64020.5	53486.5	65851.5	46018.5	52286.5	53753.5	53339.5	71176.5	59570	51138.5	56444.5	63550	28680	66107.5	44478.5	37722	54503.5	47444	58669	41216	55399.5	65685.5	46063	44179.5	44313.5	60935.5	44652	50398	35853	42813	27161	51733	51789.5	43574	59956	61881	42897	71030	51815.5	48498.5	42378.5	53066	49006	50224	50311.5	62578.5	44950.5	55879	51908.5	49185	72423	52748	53026	45359.5	35910.5	70326	86259	40494.5	53761	67419.5	47453.5	41764.5	30054.5	20242	42454	36407.5	26510.5	22943.5	33030	55134.5	37845	46560.5	50231.5	52497	58538	55364.5	44373	30265.5	14195	60239	55361.5	30098.5	54689.5	33208	47944	53682.5	54072.5	52361.5	37339	54613	47884	41959.5	51536
P13611	129882.5	107891	268069.5	62350	131700	132456	75299.5	80636.5	76248.5	98244.5	85492	106552.5	133080	466379.5	113903.5	115218	99860.5	65458.5	76797	86998	88226.5	88011	38387	49006.5	177044	102800	123587.5	127577.5	128199	116882	86659.5	79684.5	89738.5	97633.5	100409	111763.5	113390	174215.5	105739.5	111703.5	137334	96590	87430	61045.5	86255.5	81796.5	56094.5	128018.5	54764	66184.5	55838	91118.5	55292.5	71787.5	82155.5	43828.5	73818.5	89590.5	76714.5	34281.5	68211	114810.5	79550	88906.5	51507.5	50957.5	45879	43137	17834.5	47720	104262	56723.5	82209.5	68555	73291.5	110386	73240.5	55981	75922.5	47849	96676.5	116038	67852.5	47546	92447.5	247844.5	77974	114819.5	70370.5	50430.5	61043	153227	46038	62930	68488	57826.5
P13639	90252	133658	115233.5	96147.5	61350	149278.5	87979	96739	72523	151067.5	127895	124051	174972.5	108210.5	137841.5	129108	111394	89283	112028	92193	116002.5	98889.5	99539.5	107958	107547	104302	111051.5	56805	88558	122445	112901	129303.5	120985	104315	127926.5	105168.5	115720.5	124449	153055	50653.5	155699.5	112914.5	140730	121047.5	137555.5	87731.5	164554	131131	94239	93473	105706	102896	102079	128912.5	97332.5	105572	91291	113222.5	109014.5	120884.5	96933	88508.5	116121.5	143352	147701	140801.5	114144	112168.5	122618	160426	137291	126610.5	124615	103578	99415.5	46433	108314	90785.5	108325.5	83835	95322	126261	131403.5	93996.5	111669	85632.5	91134.5	127852.5	111742	118733	144681	159296	97912.5	97908.5	122603.5	115697
P13645	16001.5	41181	45610.5	31353.5	70179.5	14604.5	61057	28340.5	12538	31404	34664	42683	58733.5	9328	11702.5	17255.5	45946	88947	11716.5	55190	15846	19513	28267	24827	38936.5	57399	12758	35475.5	46407.5	17082	11062.5	12913	31140.5	19245	21150	12379	57299	22004	37178	18447.5	8136.5	21789.5	19535.5	51356.5	26238	22369	18593	9613	25986.5	30085	25817.5	27290	30362	22246	19679	25662	7421	28954.5	23600.5	59765.5	31712	31551	61319.5	92531.5	36170.5	21097.5	30721	22614	51246	86326.5	45928.5	38311	19689.5	11416	19431	232385.5	18148.5	27564.5	23027.5	182156	23252.5	38500.5	42061	41728.5	50743.5	89418.5	26390.5	38118.5	177490.5	45017	64205.5	186759	133578	30212	25755.5	39805.5
P13646	14265	21525	10605.5	42616.5	18388.5	14746	17314.5	9828	13175.5	13421	18635.5	16263.5	12657.5	14349.5	16506	30491	10514	17043	11923	18467.5	22007.5	12047	16513	11833	9927.5	14620	14926	13101	13702.5	31249	45472.5	18090	11725.5	11577	16816.5	30488	16584.5	20561.5	15580	17897.5	12169	22840.5	25326.5	22798	40777	40986.5	24918.5	40387.5	20899.5	26502.5	20574	15254.5	15429.5	15031.5	17078	10653.5	16892	15070.5	29753	21785	17747.5	18554	18133	22663.5	21158.5	11179	15666	14617	26968	23388.5	24716.5	19596.5	20347	15391	17000	19575	21788	21697.5	16634.5	10565.5	9224.5	29784.5	24133.5	17007	11912.5	17425	16605	15665	19941	16073.5	17581.5	18801	11901.5	13673	11939	16179.5
P13647	30329.5	76704	89565	87427	187255	69197	142129.5	76074	35191	48446	119695.5	168697	116445	17061	48197	14719.5	157911	269503	14883	164009.5	28692.5	41444.5	65590	104169	90240	112612	27857	77868.5	49807	26417	12513.5	36514.5	23594	45224	20172	12451	71247	24406.5	37963.5	20734.5	14151	68995.5	26723.5	100743.5	74296	11947.5	25547.5	14472.5	55081	83291.5	134724.5	57011	50256.5	92670	60673	48783	36690.5	102809	138660.5	147665	75022.5	23756.5	39562	89418	162222	102944	17245.5	34119.5	116312.5	111353	47956	12855.5	25554.5	10600	33760.5	31309	129783.5	37476.5	12938	14880.5	10191	8064	12334.5	17448.5	15602.5	23194	11822	40815.5	14327	35320	26843.5	34584	15976	15243.5	47181	30744
P13667	46399	84052	83983	69823	78412.5	68945	37268.5	27978.5	58435.5	53700.5	49440	43955	58395.5	38212	67318	35180.5	71644	29359	15525.5	72221.5	55880	89512	33407.5	39605.5	78990.5	86485	132518	66017	81433	86169.5	84680.5	28357.5	56963.5	16321	48108.5	68570	81591.5	61000.5	74597	73892.5	179727	96321	130607.5	81379	81872	88720.5	60748.5	57250	51299	27246	64016	62757	57436	39941	33231.5	15056.5	17113	13889.5	14528	19626	11975.5	39696.5	41922.5	42651.5	28810.5	24369	34112.5	31682	37336	39810	24305.5	32888.5	41149.5	21237	67548.5	82518	83340	78359.5	33206	21607	11947.5	19970	15323	14088	19278	40607	11389.5	36977.5	50246	16156.5	32163.5	35497	19914	26936.5	26561.5	32074.5
P13671	12128.5	7846	23853	11072	12837	9368.5	9458.5	13482	7141.5	8597.5	7049.5	6390	10462.5	17211	9631.5	11989	8090.5	8499.5	8166	7566	9503.5	8624	10767.5	8461	17505	12778	13388.5	12038.5	10607.5	11291	12230.5	12639.5	11498.5	7472	10270	8645.5	8797.5	13215.5	11153.5	11564.5	11134	9624.5	10781	11996.5	8736	11824	8808	8317	10031.5	8341	9909.5	9441	10449	11332.5	7709	8992.5	7277	8194	9255	12788.5	6231	7911.5	8006.5	6329	7588.5	9779	10634.5	7734	9837	9250	12176	10946	12595.5	7281	11822.5	19626.5	19652.5	14115	8679	8274	8251	8234.5	10117	9037.5	9834	10200.5	7646.5	7599.5	10811.5	7336.5	9033.5	8874	7477.5	16135.5	7673.5	14116
P13686	9642.5	11509	13685	13453	13840	17845.5	9253.5	7752	8162.5	11049.5	9332.5	11992.5	9005.5	14389	10681.5	11430.5	6057	10928	15607	7758	10759.5	9914.5	8057.5	10111.5	10396.5	10986	10839	16794.5	12159.5	11765	9564	10188.5	7220.5	7604	6998	6666.5	5653.5	9149.5	10344	9519.5	6514	16777.5	6798.5	9486.5	13026.5	17011	8570	11463.5	10290	14208	15107.5	13411.5	12182.5	12559	12230.5	14534	10968.5	13341.5	10879.5	14001	12123	12832	11374.5	11856	20194	9490.5	11104.5	16817	6638.5	12422.5	14596.5	12420	9675.5	13246	16724.5	20162	21837.5	11414	10929.5	10947.5	16620.5	13654.5	11984.5	27106	15498.5	14385.5	10699	8490.5	12211	17341	8251	12416	10445	17087	16189.5	15759.5
P13693	47825	104850	67036.5	77606	107773.5	84155	44477	115008.5	47248.5	112075	94568	99367.5	69921.5	109055	114604	80983	107598	88353.5	76674.5	67155.5	66288.5	89052.5	41975	55591.5	88535	78275	27252.5	78644	81887.5	104186.5	74867.5	66591	72823	76468	85876.5	55185	105251	94163.5	109428.5	84518	120110	78735	107218	91214.5	35415	79984	34606	86795	66168.5	64246.5	55620	81382.5	86561	83748	77918	70835.5	43105.5	64536.5	93618.5	90212	86937.5	67187.5	96943	91691.5	82126.5	97142.5	140104	87978	110755.5	97780.5	75333	102080.5	65914.5	52099	41991	75036.5	61922	73651	103719	99140.5	78724.5	95515	106379	90628.5	84197	82771	80078.5	68536	87503.5	63171.5	122693	56421	28566.5	78919	45858	100253
P13716	11097.5	21359	16553	6499	16033.5	13353	12899.5	16735.5	23091.5	24225	19118	15431	23046	11623.5	21434	6203	18944.5	8182	14583.5	13695.5	15733.5	21335	6727.5	16350.5	12302	14456	13818.5	8158	14080	15782	7421	10741	17395.5	9868	9232	14549	11578	8166.5	16928	8738	27009	13245.5	15739	13068	24838	9604.5	17248.5	28540	14376	13895.5	11522.5	7738.5	10947	16022	14534	14594	12394.5	13952.5	33673	77682.5	23108.5	8286	14264.5	19782	14833.5	17055.5	16237	10108.5	18778.5	13142.5	8994.5	16195	12776	8524	10999.5	10192.5	12422.5	12709	13805.5	14436	8733.5	12293.5	11246	10022.5	9685	10038.5	9661	11749	20592.5	12481	12180.5	11872	15389	9319	10394	13369.5
P13760	11089	3863	9459.5	8301.5	11131	3996.5	4790	6585.5	4852.5	4828	4087	5810.5	5922.5	5496.5	6230	8638.5	8189.5	7661	5985	8147	6692.5	5372.5	5624.5	4623	8190.5	8791	7794	8605	6590.5	9906.5	8062	7165	5011.5	8768.5	4631	12198.5	10121	6547	4535.5	8658.5	7535	11497.5	9612.5	10784	4380.5	6846.5	6864.5	4119.5	2955	3684	5513	6230	7330	6889	5784.5	3831.5	3183.5	6596	4142	3962.5	6303.5	7077.5	6516	7532	7474.5	6290.5	7070.5	5587	7212	9495.5	7789	6845.5	14911.5	4870	4452	3135	7409	4177	9250.5	3231.5	6039	6256	9574	7741.5	6399.5	6181.5	6283	6681	9955	5332.5	2366.5	4259	3208	6623	3041.5	7930.5
P13796	25668.5	63240	48646.5	28425	46129.5	51785.5	31828	38062.5	57112.5	48195	40322.5	28686.5	40622.5	11778.5	60509	31313.5	60848	31493.5	15039	49097.5	39582.5	46070	21323	36415	43066	32701	31941	31485	65848.5	54670	26352	25571	44763.5	23099.5	22906	35280	46560	25361.5	68985	25378.5	21787	42054	58496.5	35593.5	37675	24917.5	40857.5	26994.5	43515.5	32275	34859.5	37083	26461.5	41854.5	30917.5	32974	37369.5	27026.5	35709	88360	21947.5	22860.5	43879	56964	42135.5	21848	8732.5	9587	41361	27165	9256.5	21341	48634.5	45431	33070.5	43820.5	58080	72136	59523.5	45951	21818	10687.5	29839	18459.5	17584	33870	50552	41307	23178	49499	71276.5	45743	72763	17800.5	23697	43703.5
P13797	18808	21843	59256.5	19932.5	23379	21423.5	20692	16449	15894.5	17966.5	21683.5	15456.5	19715	13881.5	18722.5	15806.5	12006	21599.5	16645	21190.5	18718	13548	13216	13392	35404.5	18253	21934.5	23343.5	19579.5	11892	21063.5	14904.5	24551.5	14935.5	18025	12570	11650	25283	18379.5	20336.5	22724	20645.5	14682	20285.5	11600.5	13891	20691	21386.5	11242.5	11967.5	18154	12474	14150.5	15330.5	13688.5	21922	11367.5	24696.5	9423	18155.5	15086	21355	13617.5	13469	16140.5	14329	14086.5	12861	17195.5	14339.5	12488	13149.5	13897.5	8992	16083.5	15652	18931.5	13435.5	15653.5	6680.5	13596.5	28791.5	16916	17388.5	18519.5	13243	16340.5	15969	21830.5	16655.5	19479.5	32854	18765	14187	11837	18419
P13798	13741.5	18169	20849.5	24224.5	17900.5	24225.5	18855.5	9291	14558	15388.5	12025	12459	15519.5	15019.5	15515.5	16707	17109.5	11296.5	11227	16669	15525.5	18329.5	13952.5	12342.5	22683.5	17227	19863	22926.5	24909	24820	16131.5	7351	9765	12801	9122	13090.5	14287	19639.5	14629.5	22707	17640	14795	16041	16157	18116	12197.5	11665	18686.5	25001	18098.5	22072.5	29377.5	20891.5	21182.5	16689	16575	18233.5	8077.5	7888	24746	11792.5	22030	17743.5	24928.5	14211.5	17984.5	15578.5	12204	14043.5	13117.5	24523	20093.5	24810.5	25903	20550	25601	27794.5	29022	18971	17309	17106	13354.5	14799	16501	12267.5	25346	20216	29163	15849	16961.5	18538.5	26262	14181	15852	20210.5	26370
P13804	22106	35457	17347.5	23905	36232	43911.5	26352.5	26642	39293.5	30192	26786.5	13375.5	31925.5	15568	30971.5	14701.5	35144	30276	6657.5	29417.5	15694.5	47539	13967.5	23549.5	34811.5	32479	40991	21418.5	53067	30362	59891.5	26902.5	57224	20539	23996	46863	40558	15015	35381	40963.5	74350.5	111596.5	38710.5	22128.5	17768	24582.5	22794.5	46629	10096	11461	14622	5639	12182	19474.5	20541	19452	12792	11836.5	17379.5	21812.5	11135	11069.5	20784.5	24385	22392	16402.5	9557.5	15557	15420	17088	8274.5	16933	32331	22678	19492.5	19325.5	21369.5	32613.5	38327	31029.5	11031	5395	24849	18195	9536	16794.5	13023	25077	55428	59048.5	24723	21593	15098.5	12870	8718.5	33276.5
P13805	31407.5	17492	17915.5	24518	64385	28014.5	18547	19492	21639	30263	32767.5	25485.5	16853	25967	24092.5	37430	49785.5	22034.5	240529.5	38566	17122.5	42014	16087.5	35296.5	27500	21236	156625.5	10651	67129.5	35322	40723.5	83685	32579.5	15404	39052.5	30640	22003.5	13989	24032	18198.5	45686.5	32886	13361.5	43613.5	9919.5	15104.5	34586.5	32410	35340.5	11265.5	15168.5	17746	25951	21270.5	9641.5	10480.5	13092	12902	12200	21938	19852.5	19640.5	23442	20315.5	22413.5	31994	8077.5	22779.5	29122	12479	13459	27442.5	34243	14437	19259.5	20843	13402	35317	27707	18712	12737.5	11996	23401.5	9424	28634	11275.5	11546.5	13044.5	43859	32821.5	30692	14296	19077.5	17688	16257.5	32002
