Protein	PCV1	PCV2	PCV3	PCV4	PCV5	PCV6	PCV7	PCV8	PCV9	PCV10	PCV11	PCV12	PCV13	PCV14	PCV15	PCV16	PCV17	PCV18	PCV19	PCV20	PCV21	PCV22	PCV23	PCV24	PCV25	PCV26	PCV27	PCV28	PCV29	PCV30	PCV31	PCV32	PCV33	PCV34	PCV35	PCV36	PCV37	PCV38	PCV39	PCV40	PCV41	PCV42	PCV43	PCV44	PCV45	PCV46	PCV47	PCV48	PCV49	PCV50	PCV51	PCV52	PCV53	PCV54	PCV55	PCV56	PCV57	PCV58	PCV59	PCV60
P39656	157003.271	83952.28727	154702.7933	226741.8057	202364.9885	286358.0616	146817.1129	165071.7073	102421.8242	163946.3084	145863.6477	121401.7605	78049.51526	265880.6568	165640.0275	157300.3467	153618.7297	85484.81687	262447.7001	134912.5223	288155.5563	219602.3286	170308.3993	171159.4533	144134.9674	181381.8856	210202.2645	168773.6785	169904.8412	131742.173	147390.9668	100030.8112	166222.3386	218612.0241	248171.6356	233628.7619	105217.6439	119004.2217	122206.1764	101679.8888	61455.19535	91267.53056	95319.83103	198056.0821	171029.3401	160853.3348	162498.1306	107898.6787	206211.5225	135310.8695	262244.694	252996.3981	208450.9242	145302.949	179402.8203	209611.7994	179476.0142	174061.3491	175264.1461	171868.6509
P39748	2714206.929	5673159.746	4751919.646	3304873.751	2938551.21	3733765.982	843900.0393	5002397.279	3638576.894	4623078.736	4365867.35	4170698.77	4472777.142	3224060.701	4946321.581	2315024.088	3186664.833	4743696.868	2792944.61	5807317.553	3284646.362	2640480.767	2437907.42	4011289.521	3516147.985	3254939.797	4911661.776	3623256.475	4519807.934	3023029.891	2815277.029	5938390.514	4632266.237	3820582.911	3372821.537	2714948.018	3836320.824	4692061.667	4014519.686	3393902.984	2024958.11	4112415.873	4691971.994	2424721.448	4281170.124	2217889.735	3958509.601	4350025.937	2649907.026	5528464.82	2914707.598	2680327.382	2977387.436	3445003.354	4452172.027	4036613.378	4411512.528	3927937.253	4265153.91	3825863.732
P40121	388095.4602	166483.1914	282671.8557	200959.3447	183025.9148	338364.2639	237758.8417	239683.0676	220071.4306	217868.44	189499.3062	187229.466	176160.4167	437293.1828	346399.8667	244106.7352	225263.4213	148363.0289	179351.8178	164934.8679	143193.2265	148059.2541	135229.4271	167668.2606	153148.1745	174325.5684	212122.5359	142401.7776	166164.1718	141618.7893	331611.5245	150848.6279	240054.3562	175422.0664	215431.7092	245276.4791	184214.5441	212617.8708	243447.7491	154066.2317	123428.4699	169788.0639	159835.6969	290396.8959	290764.9464	262032.5068	227176.9741	156485.5731	169673.7636	194999.5813	147015.5234	196977.0839	169143.2839	179160.191	146884.9295	180924.7098	159662.2876	172371.9437	181022.1678	191647.2255
P40123	84277.75462	72139.15397	91062.78491	124168.4533	73775.47012	119763.4217	111135.4526	110927.5301	68450.81252	96506.79029	113574.7569	103807.3512	71802.22945	125802.0024	105015.4168	90030.99594	105877.0935	65549.08887	137999.4166	117596.7431	124617.9264	102032.224	104839.9112	109761.0906	94340.29217	106372.7284	127158.3645	90558.56535	107094.5162	92061.52193	68593.23362	72740.4597	97203.31064	124761.4722	117061.5006	102329.7974	82919.35192	62928.32317	80845.02995	80183.48846	41073.4288	72767.59657	70517.38336	97696.62073	88745.10118	87285.46421	92308.1475	62516.44217	111927.2457	105448.9418	124440.4814	119949.1799	134535.1724	100682.5663	110445.1546	120369.6891	108526.3278	104748.4051	99178.65522	133009.7695
P40197	452424.8184	835301.8714	789103.0467	748692.9852	533383.4779	734746.2522	813605.4821	1012470.717	696491.9831	719491.9641	821132.6296	841339.0293	994012.909	535445.6474	854749.0026	385996.1898	507240.5963	659326.6322	834100.8755	1159615.777	767370.5442	516271.6593	619880.8891	721796.7506	806125.8019	702361.9271	1176711.167	724627.607	764400.2591	567163.1688	400963.0076	687169.6846	669351.0756	585178.3796	630050.6722	542239.5568	639017.0532	622152.3651	628966.6411	520747.8855	370492.7803	600803.6294	880411.6018	448354.308	648507.0776	378026.3492	482625.9628	572566.0038	645058.1649	993668.921	799774.0866	504517.7077	690364.7056	656723.5857	834969.2946	709722.807	919917.8297	729331.1116	770519.3966	758593.0402
P40222	191604.7726	426564.8315	342466.4654	268972.1613	222280.9465	272908.2481	423888.1966	449617.837	379933.842	383302.5383	340638.8691	336301.315	540260.8494	319456.1885	469881.3441	190919.4891	264169.0707	340606.5469	211042.0966	492157.2763	208009.8776	195476.4285	199413.2714	283614.8915	300108.3677	244126.7528	431258.8377	241826.9381	224892.1245	215271.7757	263714.9824	388760.6881	496772.9956	213517.2359	278270.2293	279605.0419	337368.1356	497145.8513	418605.7118	273987.5213	193667.2791	302870.9169	577630.7239	306135.6745	460307.3974	238141.1197	288906.1669	351338.9676	249771.7679	499335.4984	260985.4432	256847.1903	229946.3918	280798.8825	329350.3993	311903.3507	438287.3708	317503.1983	326723.6935	313587.3854
P40227	168126.7207	130589.3665	192862.9746	298587.9583	253789.7545	338383.1573	166460.9737	168608.5959	140302.8894	197921.4193	211549.3264	175864.3268	142197.8023	269689.9676	196114.1258	169935.4932	181305.5086	129810.091	238311.5483	166491.4181	272319.479	222945.4257	197165.0968	202259.106	187929.4645	247824.5344	236995.4256	176036.417	201335.4285	185150.6854	152637.8756	126604.8508	181108.7127	297831.4904	293874.9984	282934.9023	144384.3411	145590.2094	156487.3789	152416.9627	115364.4831	136943.0574	144156.7468	213217.3128	202112.1288	174482.4286	171273.6572	167419.9679	216337.4934	186993.5986	270181.9836	253434.3647	244797.3748	196540.7649	218149.5868	288654.338	212655.0944	201698.0344	216998.45	259365.4145
P40261	253207.6695	283549.6042	298589.783	405527.9869	265906.8446	329800.2537	332047.0857	451555.14	290208.9661	357964.0726	349786.7813	343199.2362	462839.2919	337227.1381	380993.8895	233626.8305	238820.846	305818.1467	227786.2372	280159.7694	237637.3075	235637.9269	226773.7584	247915.8937	268315.5328	245084.6724	310168.0206	307849.0106	277802.5632	169507.6987	233650.2143	260702.2771	317025.9264	359320.3845	391455.1438	293559.1143	241369.3512	331511.9431	283775.8976	269045.6582	191637.4301	278743.9868	455162.559	295358.8178	395338.2545	234658.4862	284350.459	296589.3432	246783.8864	339148.4012	296629.0913	303607.4626	277448.9563	289019.8652	307768.3332	339137.716	330193.9367	326938.0026	326231.1031	341921.9784
P40306	153577.6316	349203.875	383743.2797	243511.8568	191530.5552	259977.6569	294129.6065	393087.1101	260894.3815	285987.7067	252218.5987	291575.001	405793.46	234432.1103	340602.3382	147665.7296	193466.7755	292764.5447	207371.2944	450573.5437	199989.4887	161923.1573	171659.4698	260041.7227	280963.0858	192617.7741	411301.1573	237111.2477	250524.9246	163269.1478	139534.9005	349462.448	352322.2988	163676.9268	207246.6427	220608.6823	232827.1215	269619.8763	244849.1437	212532.7673	110429.8685	199063.7068	314838.4889	174854.5662	259496.9647	121318.4448	185356.5758	250846.2615	189271.2833	420061.067	222530.6002	211861.8114	240921.1495	297440.6522	277049.3448	261994.1452	390336.0436	289387.4432	317280.3653	257695.8504
P40616	277437.4646	171776.6488	357469.5828	309584.1997	271755.0888	397084.1621	268759.6726	319280.355	234831.5823	311514.7803	395201.4383	309463.7227	216432.5457	404458.1687	337370.8029	269464.5863	271588.4587	202475.3597	559204.7413	224521.9173	623308.3549	436719.0292	324267.791	315553.3324	304683.4167	295912.3447	323832.8268	250740.2853	302850.5105	211806.4775	192171.1438	199222.5947	300759.5681	261354.5535	345749.0995	268027.3894	192343.4056	219668.903	246215.2965	257414.6329	139353.6681	195102.2973	221967.9202	343202.3042	316469.2684	371730.9679	205607.3972	225557.9382	434123.7024	324731.5778	373144.8796	457559.9048	413701.8119	331512.3956	339435.7827	421356.8989	288126.9926	316783.723	346796.0093	339584.581
P40763	64599.82403	58062.5931	85989.15996	112530.2796	90672.13438	178061.834	91901.51749	107734.7352	76064.34861	69471.42611	100055.7598	78969.8539	61173.90571	160091.0936	92523.29174	87802.29881	95003.13351	74748.48818	148648.245	92399.30954	151991.5541	118566.7087	87511.52219	107214.6055	91834.85933	101783.5087	103527.6318	96786.17278	100789.4953	64674.9976	65145.2362	60350.31861	108159.2162	117852.573	127443.0024	126374.984	68677.39272	82577.2308	83270.53701	71780.75136	40299.53115	58254.84621	66886.82085	117357.562	87068.00114	100330.3565	89827.2859	68597.53621	122786.5944	82837.17079	132337.4611	123942.3674	111825.3694	81597.72545	100453.6251	122712.1222	110030.1858	103597.9301	105194.8091	106472.9634
P40818	121771.7364	94765.84519	119966.1441	174827.1023	164265.7822	162723.6145	138616.8099	157068.2404	107840.2222	161310.5877	151402.0777	146499.0985	76910.15239	177704.2645	130588.5907	117121.0889	111970.1935	78538.26533	160486.8595	104987.7237	183792.7944	172354.5809	136610.7758	164169.6298	123154.9938	163193.2974	159009.9624	120815.9288	146070.2863	107473.1162	105381.3673	83823.90712	125535.2889	187770.3221	209172.1684	198777.596	87103.71166	98222.55714	116307.6581	135488.3333	71948.71249	115523.3319	128878.9766	173354.1006	159285.0822	140855.6235	119341.6997	104364.2204	140790.4438	85602.00336	159633.2545	127672.6972	148839.5025	149678.2902	141129.6571	187647.1738	127958.3257	125337.1823	156385.9648	192399.7726
P40925	327418.6334	292188.1326	448037.0393	430533.9466	394125.3517	511203.4051	373317.6614	447401.6936	316909.0921	419357.597	476467.7061	377898.0711	344731.8899	615938.4379	447844.9549	360020.757	395776.4135	306942.3099	450719.924	429765.9441	522585.4495	445576.2604	327545.0894	424247.0553	426686.6479	459032.9482	587247.9934	376699.1504	446749.7023	330949.1231	313843.0156	283235.4191	411347.6546	401273.2338	431660.5991	401107.8159	298510.9287	358049.0175	314727.6977	301801.724	190894.4481	290176.4991	365032.7537	465705.6141	421261.5876	383105.7476	394243.7249	276354.5224	407106.6112	411650.8221	500960.1216	490018.6103	436733.8024	404687.2699	484556.6614	547823.8761	486304.1973	429450.605	475857.884	497561.1309
P40926	264713.6923	224983.714	314753.532	363296.8002	311073.2489	447683.8712	234505.1985	262753.8511	211092.1452	359983.1982	357956.2271	311921.5353	192288.4627	346865.6397	317518.0277	204554.0601	222951.4332	198381.5301	541757.0636	289662.2401	627165.2681	420210.0044	388953.3106	404553.4357	379953.4473	408592.4801	504308.2225	336279.1576	477860.1437	330902.605	220961.707	197657.8435	293724.8082	320123.6656	334973.8246	322464.2105	190581.0469	175178.9367	195355.7732	279532.8487	137704.3177	212155.3422	213384.3651	261815.0833	271425.9764	201059.3616	222588.9237	185674.4491	431525.541	296516.2436	558266.9846	457310.6127	472623.5271	359811.3574	428276.3892	481501.2561	393585.7099	374740.7444	498117.3181	491188.2779
P40939	218252.7895	148766.0793	215523.5005	265936.1549	214169.4785	314776.8982	214492.604	224681.1963	181084.5297	198835.4966	212577.2603	195347.7603	166467.5932	349626.4882	259132.6707	209010.3231	226178.1699	159809.7064	314287.3478	213576.467	357781.3655	285694.2987	239355.3242	252544.3405	229892.516	256011.4527	296960.9503	228040.2898	257466.5592	191964.956	204940.5529	148611.6418	199525.4871	241088.9807	228726.4421	243917.7938	162222.1952	163271.2583	170285.8343	163186.551	87082.59889	145099.7749	152725.7898	248865.1325	228183.2904	209907.3473	200494.6183	144839.7752	249608.2802	201139.455	327233.3698	284615.1664	269153.9872	220711.3315	250244.5989	292092.4498	244172.5963	236974.6198	257051.8804	274413.0932
P41091	36801.57956	33390.47722	47287.77493	68705.39179	67098.41607	77134.28447	49831.93612	58673.08535	39511.5465	53764.45968	45357.66647	48776.71715	55104.71	63845.01894	60682.91304	49957.10933	53010.03493	32460.615	88556.11581	56733.15542	84650.86691	83331.53387	63011.4955	72519.16727	63774.40229	75444.81862	67837.37318	58674.32663	66644.92771	54854.60553	41705.35542	33667.15787	41150.55362	76595.66671	64553.79486	70485.70117	42327.60127	52327.32182	44217.09864	40131.4608	25666.82657	40336.47062	64843.94557	50637.6081	54217.26984	39993.905	42210.67839	39624.7809	61792.70362	37284.05307	57449.65732	60262.0128	60785.15242	50104.16582	57366.1629	71441.42587	53272.59001	59798.34974	56455.74602	64755.08868
P41214	126738.2888	144583.4251	263628.8431	188201.4431	133014.1627	243160.4218	219942.4357	247285.9922	174364.5977	254041.759	325652.2787	249586.9875	152287.8444	308217.6893	236457.0278	168412.7684	180532.2654	126514.8089	309540.2957	197686.3526	314345.6425	275004.8782	212555.1626	241730.795	234774.1535	249780.9494	278374.4886	238956.4833	231228.3945	152228.2279	154536.9926	125344.76	248819.7197	204678.0336	173540.345	200663.0744	162988.2894	125359.678	148556.6111	195724.411	98320.32295	160316.0517	164518.8068	260023.8373	172643.4668	146580.7144	169852.3247	127328.4868	256954.363	197987.9294	299870.2683	311518.4404	278983.0461	199133.3381	257487.8202	261549.2209	235037.1505	201775.7129	240133.6773	268041.1995
P41218	257630.023	210610.0582	244471.8058	416050.3745	232623.2353	225879.4623	386840.8354	361231.6851	255666.5087	215829.9739	261150.0398	231160.5655	231212.0717	381492.7929	283196.0459	341982.1725	315587.2047	267926.6369	364738.8663	365173.7508	319741.5264	230412.103	415081.0357	314436.5618	286253.1283	286369.9785	328892.1283	250689.7126	248916.2078	231203.0421	299002.0408	211374.606	282460.93	390822.0871	312756.0727	258504.0387	306569.0427	340389.3652	359481.2835	188361.3916	153000.19	301024.7072	240412.2466	367014.8921	397011.4751	360779.5419	363476.2414	275451.3416	416034.5541	434177.5546	411644.4702	374364.1171	490272.6633	340466.1748	317508.4992	307119.9468	327232.3238	312813.3542	296774.4012	471738.2654
P41219	595400.2626	1397194.37	1506793.509	489651.48	415795.286	540076.4432	1277995.554	1126039.904	1062958.707	912567.0521	993998.4537	731333.0971	1349127.59	824587.5858	1084288.888	500104.3936	655086.702	685118.2888	455766.9536	1312221.203	443534.2363	367831.356	389233.6567	711550.173	725747.2197	548623.5514	1128641.113	563194.1529	690660.4228	603454.7645	620275.1666	1398374.277	1967588.178	390315.8309	514492.055	472624.1549	1066312.953	1172489.835	1175235.111	688106.7796	498756.6228	779466.4487	1692493.317	767902.8525	1072894.528	637324.854	832003.2499	861931.6036	673693.7938	1466669.821	470981.7704	444640.3677	578229.7961	835093.1146	952656.3494	686210.3584	1179574.99	866248.1957	947886.0496	819448.9125
P41222	84888.83675	83743.32674	63162.69949	43091.76763	43975.32168	50868.67852	63384.94994	65812.15571	56366.86978	48670.9596	49480.14665	60937.55149	44461.80917	170817.6185	100312.4837	90044.02767	112661.3082	117769.1309	43821.80305	52048.18563	52909.99625	47646.74424	38073.40027	31990.24265	49712.5693	52320.88979	63427.23417	34409.72445	36212.61694	35741.90772	72117.694	70161.76667	48825.15996	33760.28376	39649.87176	35223.7738	30579.0256	49770.37123	65964.74198	34621.67465	28329.24845	44939.95299	54155.29299	133180.4586	91169.06772	98246.84978	107215.2146	118141.8697	48522.73563	30851.18212	52723.55246	49901.86387	45857.43534	37538.08977	36950.43076	53150.76833	52872.14352	45713.47651	39679.22487	46300.58311
P41226	118724.0702	169511.3401	190157.1734	162634.3667	129734.4679	171450.0162	206719.0639	190539.3056	163186.7906	179774.5648	228382.3293	177589.2733	312492.7794	210088.9221	240237.1307	158955.6779	170283.0772	185394.2017	204364.4278	249292.3683	189496.1939	160047.887	169661.8353	188186.7154	192745.8487	176199.6638	323749.406	178247.0375	193067.6099	114566.7173	133016.7548	192998.2269	164400.6043	154251.653	157481.7381	147732.48	147868.3905	153214.038	160002.5185	134582.6454	85498.33778	140830.1284	256527.0959	185932.3131	232104.1516	165485.406	192371.902	219535.8367	167533.0785	283067.7903	177808.04	166242.3245	197206.45	157217.8438	221499.0699	216902.9761	260280.1474	211725.1996	235340.6935	226880.9659
P41240	79134.21996	60496.64571	123933.1849	118068.9689	103027.7034	138678.7742	73186.42689	87375.85791	72270.66602	96071.21119	107273.1039	96399.08076	71530.14012	124380.4973	125066.9547	74097.83571	82220.42818	54055.70398	96791.26036	90468.03071	143302.9493	99670.34141	97272.78051	106677.3255	90038.07898	120730.8941	113917.3402	89522.62298	99850.72074	73272.06122	65172.98705	52003.04466	87682.29443	103836.5134	110981.7971	88557.49996	58193.22303	55269.29865	56324.34922	67568.4562	25780.40916	63362.51821	53493.72859	87464.10575	86634.40988	73786.88426	67011.785	60746.99695	104413.7864	88763.25923	111746.2637	121784.857	101659.9737	88965.11227	84756.3035	112099.1452	86226.48668	81960.69247	83686.0909	101747.4199
P41250	50972.04527	45518.29863	78817.20168	70893.26456	63642.72288	125550.858	77100.56758	73825.58746	58135.85309	59507.03216	77604.30483	83136.9766	46985.81699	93429.04506	81488.55534	52258.56328	60189.15501	45779.92599	113461.8292	83012.22973	138595.2336	91461.9416	77235.35967	93545.62429	71963.18716	84786.52266	119014.1388	81398.23208	101925.9736	61175.7504	45023.49469	45896.95123	66278.84874	67046.59364	63935.5736	93316.68804	50680.53935	43464.36314	44903.39302	50562.24084	22892.90536	45845.24029	62151.25529	65251.94013	59186.64091	38900.40314	46003.07656	46650.31434	89963.98107	61843.04812	120167.5548	104439.3706	95304.94991	80333.26182	89527.85906	102157.6531	84850.92799	89846.86125	101468.3075	93270.26074
P41252	93174.98208	71316.96167	104604.1361	119938.8826	109539.1757	156233.6215	112675.9939	106389.3161	73911.55592	129079.8135	125224.1445	110275.4546	64357.5223	152548.0242	92968.67029	95469.76092	86735.41638	78900.3101	156152.2971	117772.0046	175833.8606	145754.9409	148182.4648	121291.428	98586.55387	137351.1025	140066.3564	102830.7605	114287.9223	90746.72342	77437.30457	62979.21042	100435.3302	120717.6816	127114.5087	125597.424	70549.11485	92170.80153	88474.92548	93562.91296	55929.5318	80766.84735	74852.21401	125051.721	106129.173	99063.93515	114452.2355	63070.686	130671.7771	97523.18206	164336.8887	147260.8206	135236.6016	103206.1757	118582.3449	155048.7306	118402.043	114802.8586	115499.5951	126384.7451
P42025	71180.13558	63649.05855	105266.1737	74219.846	52292.02932	137433.057	79776.09712	118637.9152	78015.36619	73869.34752	108446.7578	75232.22171	55435.04524	161583.7277	105775.4488	88441.28532	125768.2271	81871.07643	103675.4797	152396.0806	88037.67698	93479.80608	74166.25171	108519.401	91240.20874	90482.27751	130161.7582	62646.74496	97016.53371	49718.36351	57964.57887	99678.50422	87743.33519	79764.70857	62849.2304	99499.98229	49626.66555	45420.34648	73106.91727	62738.18082	18227.98861	42507.23877	57446.83791	105184.0058	60605.24088	50091.06216	55023.4033	54124.62092	64063.29912	80193.75391	102234.4963	132655.1983	83667.31289	71772.59779	75188.55169	85801.6949	83736.41315	76494.9306	89705.43151	105160.1782
