Protein	kidneyTisue1	kidneyTisue2	kidneyTisue3	kidneyTisue4	kidneyTisue5	kidneyTisue6	kidneyTisue7	kidneyTisue8	kidneyTisue9	kidneyTisue10	kidneyTisue11	kidneyTisue12	kidneyTisue13	kidneyTisue14	kidneyTisue15	kidneyTisue16	kidneyTisue17	kidneyTisue18	kidneyTisue19	kidneyTisue20	kidneyTisue21	kidneyTisue22	kidneyTisue23	kidneyTisue24	kidneyTisue25	kidneyTisue26	kidneyTisue27	kidneyTisue28	kidneyTisue29	kidneyTisue30	kidneyTisue31	kidneyTisue32	kidneyTisue33	kidneyTisue34	kidneyTisue35	kidneyTisue36
O94819	5346.030556	NA	3008.275	NA	5874.544444	NA	1804.5375	860.8166667	667.9083333	NA	1638.997222	NA	788.2805556	16768.37222	1527.366667	NA	11359.64167	7267.361111	5346.030556	NA	5424.269444	NA	7770.880556	NA	2064.747222	NA	5346.030556	NA	8314.363889	NA	5532.627778	NA	5920.558333	NA	16907.93333	9229.783333
P09543	36623.49167	NA	31920.16111	71252.18889	52008.525	NA	1804.5375	30102.46944	36073.49722	28649.975	40075.73611	NA	36869.43333	NA	78753.84722	NA	30381.40556	69379.75556	45354.11944	NA	36869.43333	72273.86111	55628.05556	NA	2064.747222	47858.23889	61155.07222	39005.51667	43585.09444	NA	56433.61389	NA	73411.05833	NA	68303.94444	69986.83889
Q13867	71658.52222	140860.8611	70389.425	69379.75556	78414.15	117705.0667	1804.5375	74915.41111	66571.79167	NA	62845.96667	87836.96111	77709.525	102533.6861	55954.91667	96737.89722	74656.38611	80199.58056	67454.83889	137596.7167	71658.52222	73631.48889	73975.35	106954.3667	77594.35833	66571.79167	63640.03333	NA	59047.325	91800.23889	74058.15278	121022.2306	63640.03333	105177.8583	84689.83889	87306.24722
P24821	92656.40278	241992.2528	117106.9389	165285.9417	27967.68056	91628.09722	143697.0389	151558.8611	89662.875	1251.513889	67126.97778	36623.49167	133565.0806	109006.6667	65391.50833	290924.3778	505272.675	103555.3472	93734.03056	255122.1	124568.0333	168883.1167	58282.48333	105371.4444	2064.747222	151558.8611	101544.7639	39208.25	34325.01389	60788.275	132404.4361	95661.27222	35637.81667	301234.9028	505272.675	91466.47222
Q9H4A3	NA	NA	58798.93889	NA	NA	NA	1804.5375	NA	67021.11944	NA	NA	NA	NA	NA	NA	NA	88571.79722	62940.28333	NA	NA	NA	87502.26389	NA	NA	2064.747222	NA	72866.16111	NA	NA	NA	NA	NA	NA	NA	102286.7944	NA
Q9NX63	32336.43056	34325.01389	65031.80556	36763.91944	48664.34167	25444.86389	66822.64444	85221.48611	65948.93611	85464.76389	60013.65556	36558.48611	60527.23333	35176.2	77225.75	24475.95556	42741.92222	80903.05278	38576.91389	39208.25	66822.64444	38511.05	48208.46111	32469.20556	69986.83889	84436.99722	60214.33611	91628.09722	78923.71389	54160.36944	79024.33333	36018.36111	72273.86111	42255.78333	46818.33056	72396.48333
Q8WVM8	4061.402778	19577.77222	19577.77222	23498.14722	NA	NA	1804.5375	15847.525	5202.177778	17715.21111	NA	11115.65833	NA	NA	NA	NA	17826.70833	19764.20278	5255.061111	NA	23560.06944	26788.92778	NA	NA	2064.747222	NA	22562.35278	19849.41111	NA	NA	NA	NA	NA	NA	NA	NA
Q05682	104101.6361	160691.3417	73524.28056	46353.275	77709.525	111940.7639	65948.93611	46418.58889	67333.53611	3207.247222	81510.46111	99806.28611	93224.90833	140860.8611	91325.88611	158031.6028	15313.00278	12924.71389	107856.9944	156696.6278	69986.83889	53514.58889	74405.99722	119493.2833	64229.40556	43429.14444	68419.36667	9611.819444	83390.32778	102711.5194	88118.88056	138626.9111	88904.66111	144058.1806	23432.30833	21763.84444
Q99797	NA	NA	NA	NA	NA	NA	1804.5375	57265.41389	NA	NA	NA	NA	NA	NA	NA	NA	NA	54839.00278	NA	NA	NA	NA	NA	NA	2064.747222	54919.61389	NA	NA	NA	NA	NA	NA	NA	NA	NA	58862.075
P14625	327799.0389	559863.85	659554.425	2049548.808	294964.2667	1002595.869	299487.4639	275420.6917	559863.85	333342.6833	363784.5722	441856.5167	559863.85	441856.5167	363784.5722	1002595.869	372485.5861	466164.8639	282315.8583	582535.6889	651711.1083	2049548.808	314250.0694	970053.3306	243050.1056	277824.3028	582535.6889	336790.7667	367784.6583	421056.1528	554483.0056	427427.9944	338839.6556	1057986.386	378018.1222	474797.0194
Q01105	82644.38333	102711.5194	77225.75	146872.8417	79458.76944	234531.5528	185159.975	151044.7472	92656.40278	144444.7472	93424.58611	177772.0361	86748.57778	125846.9583	104101.6361	165765.8556	131151.9083	155885.6306	85094.46667	142306.7667	80102.56944	143056.5028	70596.1	230373.4667	2064.747222	153896.5139	133013.9667	151906.3417	99627.9	231528.4306	85345.175	129657.6861	100833.0056	162665.875	129074.7528	158583.5167
Q9BUH6	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	31720.91389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	20825.75278	NA	NA	NA	NA	NA	55348.77778	35817.41111	24655.11389
Q13347	5836.422222	20892.73056	2942.380556	21381.11389	6615.541667	15951.22778	1804.5375	3234.427778	NA	4061.402778	NA	11401.85833	4285.252778	19389.60278	NA	20764.94722	11880.63333	6501.191667	7002.047222	22003.32778	9347.894444	24133.67222	NA	21706.64722	2064.747222	7267.361111	NA	7770.880556	NA	17029.86667	8082.066667	26093.66667	NA	23631.73889	17524.54722	9890.291667
P28072	65130.74167	NA	61346.325	NA	62246.10278	NA	80465.47778	NA	56917.53889	NA	57265.41389	32661.95278	66571.79167	NA	62742.03056	80903.05278	105371.4444	69495.64167	55509.41111	NA	38443.16111	NA	68927.99444	NA	2064.747222	NA	55254.21389	41493.97222	53943.025	68303.94444	62603.47222	46418.58889	65948.93611	91466.47222	66379.24444	65580.5
Q9NSE4	30102.46944	NA	35890.66944	44797.68889	39920.875	NA	72866.16111	92336.88611	34042.56667	31989.24167	32049.25	30102.46944	37786.89722	38576.91389	59642.93056	54642.17222	75613.88611	77709.525	24655.11389	NA	37185.80278	48594.65	36144.325	NA	76929.26389	93224.90833	54417.16389	21261.02778	38870.95556	28782.87222	39719.26389	NA	59138.54722	15951.22778	71906.43056	76685.11389
P54727	73098.975	64454	68419.36667	121609.5972	64454	93981.025	1804.5375	59735.84722	73411.05833	155885.6306	79704.05833	92823.64722	62113.76111	103555.3472	65580.5	129657.6861	125846.9583	105371.4444	62940.28333	59735.84722	67454.83889	117705.0667	69163.64722	98642.34167	84689.83889	68419.36667	80199.58056	149121.2139	86395.17778	107375.6583	67976.03333	98824.39722	68927.99444	81325.09444	106620.2972	101544.7639
O60884	3303.397222	NA	2394.002778	NA	NA	NA	1804.5375	64601.65278	NA	53711.55833	1216.111111	NA	1401.463889	NA	NA	7267.361111	NA	69590.70833	4621.888889	NA	6462.55	NA	NA	NA	2064.747222	NA	NA	NA	NA	NA	5874.544444	NA	NA	NA	NA	75400.28333
P14406	478947.3611	61451.05556	597545.5028	121781.7889	623040.5528	142306.7667	209499.8583	885197.1139	613850.5417	549609.3778	613850.5417	126146.25	441856.5167	104937.0056	760797.7639	153896.5139	423963.4806	566103.9194	454591.5833	56609.46389	544909.675	122047.1528	670786.8861	126743.5778	181573.1667	940141.9917	559863.85	554483.0056	659554.425	121609.5972	469971.2417	85345.175	760797.7639	144444.7472	408058.6167	554483.0056
O14529	NA	NA	NA	39848.8	NA	NA	1804.5375	NA	NA	31585.27778	NA	NA	NA	NA	NA	53711.55833	NA	NA	NA	NA	NA	28364.89722	NA	NA	2064.747222	NA	NA	21949.825	NA	NA	NA	NA	NA	NA	NA	NA
P13861	32750.56111	NA	18518.53611	21831.55556	36558.48611	34856.46667	66927.35556	20589.93333	23144.21389	41913.79722	23432.30833	22426.11389	28403.81389	36282.92222	38953.74722	25444.86389	47269.06944	24779.10556	20116.76667	NA	39433.15556	15516.17778	55745.14722	39848.8	2064.747222	38720.08889	50560.56389	46303.49167	49636.30833	28517.16944	16600.60833	37735.47778	59047.325	24779.10556	45427.61389	33913.37778
P21281	190390.4361	31231.33611	236030.4417	35358.80556	171594.5194	61667.10556	1804.5375	87958.77778	198832.2417	42825.81667	176759.0778	84319.77778	180535.0917	59540.84444	106954.3667	53943.025	42825.81667	73411.05833	192312.225	38443.16111	214743.125	43497.88611	162665.875	82784.10833	52341.575	77594.35833	156696.6278	27967.68056	149121.2139	104286.9333	161046.5389	64365.04167	106620.2972	63640.03333	55431.71944	77070.33333
P33121	65391.50833	89524.71944	155550.8472	NA	140860.8611	27915.41389	529672.9389	173069.6306	153483.2472	431283.1444	124023.9972	36869.43333	127797.3361	36073.49722	91466.47222	38794.68056	51189.29444	49327.24444	79299.875	NA	157629.9389	30621.55278	124830.2444	44605.86389	651711.1083	171211.3833	121022.2306	393512.7472	98250.03333	58530.55	139670.3833	NA	102711.5194	94484.89722	134561.675	131429.775
Q8IZ83	NA	NA	3922.230556	15116.90556	8242.808333	15516.17778	1804.5375	1288.795833	2139.413889	6723.505556	3104.916667	10243.85833	1559.066667	20215.76944	3130.811111	14687.36667	7428.344444	6099.858333	6569.588889	21381.11389	5678.075	19577.77222	9611.819444	18677.57778	2064.747222	NA	NA	NA	NA	NA	NA	25255.73611	7530.066667	15313.00278	NA	NA
Q9UHQ9	NA	NA	NA	NA	NA	NA	133921.8944	75160.02222	NA	52272.02222	NA	NA	NA	NA	79458.76944	NA	NA	NA	NA	NA	NA	NA	NA	NA	118793.3722	69296.96944	64365.04167	61667.10556	NA	NA	NA	NA	81510.46111	NA	NA	NA
P11310	789446.125	99627.9	417999.9306	36422.79444	838302.8639	153041.1778	333342.6833	597545.5028	520102.6639	172028.6222	775969.2167	236812.625	659554.425	162665.875	670786.8861	84820.40556	270810.8833	462133.8694	789446.125	88437.70278	414661.1222	47697.29444	913960.0111	161859.3417	280540.2583	582535.6889	633821.0389	192915.5889	805128.3833	244865.7333	643592.9806	178254.9972	643592.9806	81957.88611	225598.7306	438752.2639
P26583	NA	NA	NA	59432.1	29791.975	36956.08333	72273.86111	NA	55100.23333	96933.72222	29987.46944	NA	NA	58695.52778	NA	57348.28056	75727.375	NA	36018.36111	NA	NA	NA	NA	NA	78654.15556	NA	NA	NA	NA	NA	NA	72273.86111	37258.59167	75506.47222	76685.11389	NA
P02511	153041.1778	275420.6917	387432.1583	56247.06111	150524.4639	411215.5278	85464.76389	1219163.714	308775.6972	22861.63889	400332.5361	404349.8083	310472.525	805128.3833	352898.8722	1300717.747	1219163.714	838302.8639	147792.8639	270810.8833	372485.5861	62113.76111	156696.6278	404349.8083	84319.77778	1162785.536	235242.4556	30209.1	347082.4778	351190.2028	312295.6222	789446.125	314250.0694	1027249.636	1002595.869	716944.3
O43865	57080.76111	NA	NA	NA	41576.85	NA	1804.5375	NA	NA	NA	44605.86389	NA	55839.27222	144058.1806	55509.41111	NA	NA	NA	52415.71111	NA	NA	NA	45502.31667	NA	2064.747222	NA	NA	NA	44088.325	NA	NA	NA	NA	NA	NA	NA
Q9BXN1	69842.09722	43350.85833	35117.79444	NA	111326.7639	51386.23056	151044.7472	NA	NA	NA	96253.9	NA	60140.20833	29538.92222	61451.05556	NA	NA	NA	70812.28889	NA	32198.96944	NA	99028.475	70281.08889	98250.03333	NA	14224.84722	NA	64901.59167	NA	55100.23333	29111.44444	63905.90278	NA	NA	NA
P23528	203666.25	246687.75	233372.8583	441856.5167	189251.4111	196208.4583	133013.9667	227900.2778	322906.225	266898.1167	204267.3556	280540.2583	236812.625	257434.5917	186398.9306	359398.6278	214743.125	292456.0528	205171.55	236812.625	227900.2778	494067.2389	214743.125	273261.6639	109006.6667	244865.7333	304443.9417	283710.5694	227161.6917	292456.0528	249685.2694	275420.6917	198108.9361	449960.5111	260389.5194	270810.8833
P34059	NA	NA	NA	NA	NA	NA	1804.5375	12567.36389	NA	14628.94722	3186.05	NA	NA	NA	NA	NA	7331.05	NA	NA	NA	NA	13041.81111	NA	NA	2064.747222	7428.344444	NA	17428.51944	10434.71389	NA	NA	NA	NA	NA	12983.18889	NA
Q13126	17146.31111	27753.78333	NA	55100.23333	40795.66111	38365.15	1804.5375	22496.77222	31084.26944	13339.98889	15398.21667	37872.59722	7930.744444	37386.23333	29987.46944	21634.75556	40359.89444	29242.13056	17080.19444	27260.10833	12154.00556	21131.375	18831.54444	44156.46944	2064.747222	30313.51389	29918.29444	21073.91944	19690.86111	47858.23889	28070.84444	65477.98889	35890.66944	41778.37778	39273.51389	48314.38056
O43676	92512.36667	NA	98642.34167	NA	106433.9889	42876.78056	83516.5	NA	97572.18611	72635.24444	89804.98056	NA	100135.5778	NA	116010.1111	42472.01944	NA	NA	89804.98056	NA	99627.9	NA	101043.4389	NA	74058.15278	NA	86943.43056	73278.35556	86569.10833	NA	102711.5194	NA	126146.25	NA	NA	NA
P35268	59328.50556	95493.71111	94484.89722	208139.1139	65757.16389	123793.9444	131151.9083	81957.88611	117106.9389	124023.9972	78216.50833	112417.95	78078.69722	83666.13889	76787.61667	150009.175	128776.1694	137596.7167	63905.90278	87836.96111	97335.61944	212997.2528	68194.41389	113916.8111	130842.0806	92200.61944	119242.6611	124830.2444	82939.10556	94484.89722	85740.41667	89057.4	70812.28889	154345.9056	126146.25	119242.6611
P52943	5874.544444	162300.5278	2601.4	NA	NA	233372.8583	1804.5375	NA	NA	NA	NA	124023.9972	52110.30556	128776.1694	110778.1306	NA	30102.46944	NA	6099.858333	104642.8528	6142.9	NA	39785.63333	192915.5889	2064.747222	NA	NA	NA	NA	195146.0472	108273.1417	132107.8222	99433.58889	NA	NA	NA
P21796	230373.4667	362020.7778	271920.3667	457756.2306	290924.3778	229655.8833	234531.5528	431283.1444	279247.3833	566103.9194	302761.3833	289533.2722	211640.5389	249685.2694	256285.6861	335047.875	308775.6972	393512.7472	236812.625	365975.5472	284934.4944	446678.9083	284934.4944	231528.4306	218888.0222	363784.5722	266898.1167	529672.9389	319228.3694	284934.4944	248839.1306	243907.8889	250479.2778	347082.4778	302761.3833	375463.4361
O60869	NA	NA	NA	NA	NA	124830.2444	1804.5375	NA	NA	110611.0861	77709.525	112680.0639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117705.0667	2064.747222	NA	NA	NA	76292.56667	105371.4444	NA	NA	NA	NA	NA	NA
Q15257	61451.05556	25844.29444	75160.02222	73975.35	62113.76111	70281.08889	1804.5375	52272.02222	48664.34167	46053.91944	51547.19444	73200.34722	57432.64722	39848.8	53943.025	22778.51944	72021.55278	54990.34444	60992.95833	27646.1	76787.61667	39433.15556	71011.47778	34654.41944	2064.747222	46689.51111	55100.23333	55509.41111	26232.09167	33256.26111	84689.83889	41077.87222	71252.18889	54056.81111	83516.5	59540.84444
P02760	113400.2778	118268.9778	104458.4222	NA	192312.225	129657.6861	232556.0972	65262.98611	138230.075	NA	106433.9889	166703.4861	99238.84167	157629.9389	92973.79722	180535.0917	NA	68503.39167	155137.875	137982.3083	107651.1583	NA	193664.7694	128015.5778	221564.9694	70596.1	194290.5694	NA	167482.0833	160691.3417	105601.5139	180535.0917	125103.0361	187566.7972	107194.5083	72273.86111
P18428	9791.452778	NA	46418.58889	NA	NA	NA	1804.5375	NA	3060.441667	NA	7331.05	NA	36282.92222	NA	6462.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747222	NA	5920.558333	NA	11401.85833	NA	29918.29444	NA	8082.066667	NA	NA	NA
Q03518	NA	NA	NA	76579.02222	NA	18886.76389	1804.5375	2471.813889	NA	2572.502778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76292.56667	NA	23992.28333	2064.747222	7712.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15904	NA	NA	37940.34444	NA	52786.48889	NA	1804.5375	29987.46944	44156.46944	240932.0167	37872.59722	NA	41362.59722	NA	NA	NA	NA	NA	NA	NA	NA	NA	44306.31944	NA	2064.747222	NA	35772.375	234531.5528	NA	NA	36825.06389	NA	NA	NA	NA	NA
Q8WXH0	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	1909.538889	NA	NA	6414.702778	NA	NA	NA	8792.511111	3207.247222	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	6264.758333	NA	NA	NA	NA	NA	NA	15459.05556	NA
P27144	559863.85	175372.7444	307204.9611	136063.9972	494067.2389	174111.8389	111549.7083	222387.2083	435248.4444	NA	554483.0056	212292.8167	449960.5111	129359.2306	431283.1444	155885.6306	132107.8222	169404.1694	572844.5944	179177.4333	312295.6222	114678.2556	494067.2389	174540.8333	76292.56667	224020.2972	446678.9083	NA	566103.9194	205865.0722	474797.0194	139670.3833	414661.1222	159352.6944	138230.075	177210.95
O60613	NA	NA	NA	24475.95556	NA	20708.81667	1804.5375	NA	3628.563889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26011.68611	NA	NA	2064.747222	NA	NA	NA	11589.475	NA	NA	NA	NA	NA	NA	NA
Q5TEZ5	NA	327799.0389	NA	NA	NA	241992.2528	1804.5375	317227.1472	NA	NA	NA	170638.1389	NA	NA	NA	NA	NA	NA	NA	289533.2722	NA	NA	NA	270810.8833	2064.747222	322906.225	NA	NA	88271.58056	187002.3444	NA	NA	NA	NA	NA	NA
P62304	NA	NA	NA	NA	NA	59047.325	1804.5375	NA	NA	116824.2667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46353.275	2064.747222	41233.20556	NA	109006.6667	NA	NA	NA	NA	NA	NA	NA	NA
Q5T447	55348.77778	84185.69722	57959.525	119242.6611	39433.15556	121781.7889	1804.5375	95057.04722	66927.35556	52878.94722	39848.8	91466.47222	51189.29444	95951.08056	50797.625	90138.99722	49821.31667	59432.1	56058.65278	NA	49327.24444	113145.4611	39140.5	119902.0639	2064.747222	98460.74722	68303.94444	NA	59432.1	106433.9889	53943.025	99806.28611	NA	109599.3722	49545.60278	54240.60556
P62263	43101.08056	60305.64167	63905.90278	129359.2306	40286.825	69717.975	80102.56944	60605.32778	42678.39444	47343.66944	60788.275	67233.21944	36623.49167	50996.28889	35565.02778	86943.43056	78216.50833	65864.34444	37258.59167	75049.44167	63060.78333	120491.125	42255.78333	69986.83889	78078.69722	58436.30556	44797.68889	48113.20556	65580.5	62246.10278	41294.54167	51480.32778	33181.99722	92336.88611	83842.96667	73631.48889
P00746	NA	NA	NA	NA	61155.07222	NA	1804.5375	NA	67126.97778	NA	65477.98889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2064.747222	NA	63060.78333	NA	64702.21944	NA	NA	NA	NA	NA	NA	NA
O14936	NA	NA	32105.01111	NA	31920.16111	NA	1804.5375	5920.558333	18886.76389	4463.661111	25539.53056	NA	8507.197222	NA	6679.15	NA	35117.79444	20517.90833	NA	NA	33256.26111	NA	32469.20556	NA	2064.747222	NA	17826.70833	12617.17778	31034.26389	NA	23144.21389	NA	29005.53333	NA	61249.40278	34713.41944
P30039	294964.2667	NA	245595.875	35772.375	315747.9639	179177.4333	1804.5375	35117.79444	236030.4417	5768.044444	325019.5944	42632.01667	261842.85	139288.4583	230373.4667	NA	9945.716667	42472.01944	292456.0528	NA	247871.4917	37621.73056	304443.9417	164811.4472	2064.747222	18431.09167	247871.4917	NA	352898.8722	34579.48056	266898.1167	138230.075	226425.1694	NA	26368.11111	49545.60278
P02751	124023.9972	215427.0333	84319.77778	54478.54167	59827.375	105857.7472	199390.7111	48594.65	96253.9	27066.25833	64365.04167	131429.775	89991.46111	101732.6806	60992.95833	582535.6889	87184.23611	34325.01389	106131.1806	215427.0333	77225.75	67233.21944	66240.01667	129969.2417	169817.5778	45258.62222	101308.6278	25669.13056	75506.47222	116824.2667	89524.71944	94309.38889	53240.82222	529672.9389	93981.025	23370.88056
P29401	164343.5333	134155.1972	265761.0694	307204.9611	170208.5444	175372.7444	390317.4667	265761.0694	338839.6556	116010.1111	190935.1833	117106.9389	264324.1	131151.9083	129359.2306	438752.2639	469971.2417	427427.9944	134561.675	134561.675	286640.3306	266898.1167	174111.8389	100833.0056	304443.9417	308775.6972	264324.1	132404.4361	176759.0778	88271.58056	246687.75	97572.18611	149121.2139	378018.1222	427427.9944	396911.9694
O00338	37098.08611	NA	63732.60278	NA	43184.225	NA	1804.5375	NA	61667.10556	47788.14722	44228.63889	NA	39644.09722	NA	47858.23889	NA	NA	NA	62246.10278	NA	66240.01667	NA	54737.36111	NA	2064.747222	17976.62222	43350.85833	28468.21111	56247.06111	NA	42741.92222	NA	31345.97222	NA	NA	NA
P09651	12806.98333	29987.46944	33768.26667	33116.58889	11758.93889	40738.92778	1804.5375	6838.705556	4227.825	52110.30556	7140.861111	27857.94167	30891.04167	28517.16944	9155.547222	72273.86111	16953.34444	60013.65556	9065.825	32940.66111	39273.51389	33003.63611	13587.06944	34116.76111	2064.747222	36018.36111	11401.85833	31920.16111	36763.91944	31231.33611	30568.05556	32469.20556	13990.29444	69842.09722	23060.30278	61451.05556
P01023	76153.19167	384628.9722	102533.6861	189860.4833	48512.74444	144444.7472	913960.0111	122599.5083	147423.5028	154819.925	71658.52222	352898.8722	41233.20556	193664.7694	65757.16389	92512.36667	58282.48333	84980.21389	95493.71111	363784.5722	113682.8528	171211.3833	85740.41667	72866.16111	591008.7972	116289.9222	112417.95	164343.5333	83516.5	341137.1667	71252.18889	151558.8611	78216.50833	102533.6861	49228.15	70389.425
Q9Y608	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	NA	NA	NA	NA	NA	NA	NA	7267.361111	2394.002778	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	NA	NA	NA	NA	23741.28889	NA	NA	13990.29444	6569.588889
P51572	NA	NA	NA	40108.05417	NA	NA	137982.3083	47623.21667	NA	45107.12778	6781.105556	NA	NA	NA	NA	NA	NA	NA	NA	34042.56667	NA	47788.14722	NA	NA	93224.90833	39140.5	NA	45014.49444	NA	NA	NA	NA	NA	NA	NA	NA
P32754	221564.9694	NA	149632.625	NA	132774.2111	NA	104937.0056	NA	108357.3056	NA	213886.2778	NA	156268.85	NA	121022.2306	NA	NA	NA	239229.2278	NA	147792.8639	NA	132774.2111	53332.26944	116289.9222	NA	115306.4	67126.97778	218057.1139	NA	163095.2222	NA	122599.5083	NA	NA	NA
Q9BV20	NA	NA	7267.361111	23009.54444	19314.16944	NA	1804.5375	NA	5582.866667	NA	13938.16944	26563.475	7267.361111	29918.29444	NA	NA	25444.86389	15575.29444	20764.94722	NA	16600.60833	NA	24705.79167	29430.84444	2064.747222	NA	NA	NA	20398.125	26628.23889	NA	28905.51389	11832.575	NA	31989.24167	18045.24167
O75947	204267.3556	59047.325	256285.6861	98460.74722	226425.1694	71906.43056	121324.3972	351190.2028	247871.4917	307204.9611	243050.1056	78414.15	227161.6917	56715.96111	304443.9417	62003.42222	190935.1833	269679.725	188132.0556	49327.24444	244865.7333	57265.41389	217235.1083	71375.86667	126146.25	362020.7778	257434.5917	315747.9639	270810.8833	90138.99722	208762.6028	70504.27222	293727.3139	118998.7444	268122.8361	280540.2583
Q9P0M6	NA	NA	NA	NA	NA	NA	1804.5375	NA	NA	NA	NA	NA	NA	NA	NA	NA	98250.03333	122386.3056	NA	NA	NA	NA	NA	NA	2064.747222	NA	NA	NA	NA	NA	NA	NA	NA	NA	103736.4667	135737.1806
Q16718	79299.875	37258.59167	103356.1556	58361.84167	99238.84167	56433.61389	98824.39722	54056.81111	76579.02222	83390.32778	83666.13889	37621.73056	81054.53889	NA	107194.5083	64365.04167	58063.49167	73854.19167	80903.05278	45731.62222	98642.34167	59138.54722	94484.89722	59735.84722	95207.85	59047.325	75400.28333	90138.99722	97335.61944	37786.89722	77594.35833	43585.09444	111753.2333	63548.53889	58361.84167	45107.12778
P31943	NA	NA	NA	11401.85833	NA	NA	1804.5375	5299.794444	NA	NA	NA	NA	NA	NA	NA	12874.95278	NA	NA	NA	NA	NA	14687.36667	NA	NA	2064.747222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46063	NA	57432.64722	NA	65665.83611	NA	57080.76111	1804.5375	39584.43611	NA	28140.72778	NA	65757.16389	NA	47858.23889	NA	63302.14444	55509.41111	45107.12778	NA	46818.33056	NA	68597.03333	NA	45502.31667	2064.747222	42132.28611	NA	31084.26944	NA	65864.34444	NA	58618.04722	NA	66704.825	67749.80556	50797.625
P08758	343261.9917	1002595.869	478947.3611	1086127.753	236812.625	572844.5944	321442.6944	306071.7972	597545.5028	659554.425	294964.2667	554483.0056	572844.5944	1057986.386	349248.8417	970053.3306	651711.1083	387432.1583	270810.8833	970053.3306	423963.4806	1130692.189	234531.5528	582535.6889	431283.1444	367784.6583	490235.9083	633821.0389	375463.4361	520102.6639	591008.7972	1027249.636	438752.2639	940141.9917	633821.0389	490235.9083
